stream_semester_group,stream,section,semester,dedicated_room,room_type,room_capacity,course_code,course_name,course_hours_per_week,course_department,is_lab,faculty_name,faculty_department
AIDS-A_VI,AIDS,A,VI,CR-080,theory,57,DS-6011,Theory,3,AIDS,False,Dr. Ananya Pandey,AIDS
AIDS-A_VI,AIDS,A,VI,CR-080,theory,57,DS-6011L,Theory Lab,2,AIDS,True,Dr. Arjun Iyer,AIDS
AIDS-A_VI,AIDS,A,VI,CR-080,theory,57,DS-6012,Theory,4,AIDS,False,Prof. Priya Khan,AIDS
AIDS-A_VI,AIDS,A,VI,CR-080,theory,57,DS-6012L,Theory Lab,2,AIDS,True,Dr. Pari Reddy,AIDS
AIDS-A_VII,AIDS,A,VII,CR-080,theory,57,DS-7011,Engineering,4,AIDS,False,Dr. Arjun Iyer,AIDS
AIDS-A_VII,AIDS,A,VII,CR-080,theory,57,DS-7011L,Engineering Lab,2,AIDS,True,Dr. Arjun Iyer,AIDS
AIDS-A_VII,AIDS,A,VII,CR-080,theory,57,DS-708,Theory,4,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-A_VII,AIDS,A,VII,CR-080,theory,57,DS-708L,Theory Lab,2,AIDS,True,Dr. Ananya Pandey,AIDS
AIDS-A_VII,AIDS,A,VII,CR-080,theory,57,DS-701,Dynamics,3,AIDS,False,Dr. Priya Yadav,AIDS
AIDS-A_VII,AIDS,A,VII,CR-080,theory,57,DS-701L,Dynamics Lab,2,AIDS,True,Prof. Saanvi Nath,AIDS
AIDS-A_VIII,AIDS,A,VIII,CR-080,theory,57,DS-806,Programming,4,AIDS,False,Dr. Diya Joshi,AIDS
AIDS-A_VIII,AIDS,A,VIII,CR-080,theory,57,DS-806L,Programming Lab,2,AIDS,True,Dr. Pari Reddy,AIDS
AIDS-A_VIII,AIDS,A,VIII,CR-080,theory,57,DS-8012,Engineering,4,AIDS,False,Dr. Ananya Pandey,AIDS
AIDS-A_VIII,AIDS,A,VIII,CR-080,theory,57,DS-807,Programming,4,AIDS,False,Prof. Saanvi Nath,AIDS
AIDS-A_VIII,AIDS,A,VIII,CR-080,theory,57,DS-8010,Engineering,4,AIDS,False,Dr. Diya Khan,AIDS
AIDS-A_VIII,AIDS,A,VIII,CR-080,theory,57,DS-809,Programming,4,AIDS,False,Dr. Arjun Pandey,AIDS
AIDS-B_I,AIDS,B,I,CR-142,theory,52,DS-102,Fundamentals,4,AIDS,False,Dr. Diya Khan,AIDS
AIDS-B_I,AIDS,B,I,CR-142,theory,52,DS-102L,Fundamentals Lab,2,AIDS,True,Dr. Arjun Pandey,AIDS
AIDS-B_I,AIDS,B,I,CR-142,theory,52,DS-109,Applications,4,AIDS,False,Dr. Aadhya Sharma,AIDS
AIDS-B_I,AIDS,B,I,CR-142,theory,52,DS-104,Analysis,4,AIDS,False,Dr. Aadhya Sharma,AIDS
AIDS-B_I,AIDS,B,I,CR-142,theory,52,DS-104L,Analysis Lab,2,AIDS,True,Dr. Aadhya Sharma,AIDS
AIDS-B_I,AIDS,B,I,CR-142,theory,52,DS-1012,Analysis,4,AIDS,False,Dr. Diya Khan,AIDS
AIDS-B_II,AIDS,B,II,CR-142,theory,52,DS-2012,Dynamics,3,AIDS,False,Dr. Arjun Iyer,AIDS
AIDS-B_II,AIDS,B,II,CR-142,theory,52,DS-2012L,Dynamics Lab,2,AIDS,True,Dr. Diya Joshi,AIDS
AIDS-B_II,AIDS,B,II,CR-142,theory,52,DS-208,Structures,3,AIDS,False,Prof. Vihaan Singh,AIDS
AIDS-B_II,AIDS,B,II,CR-142,theory,52,DS-2010,Design,3,AIDS,False,Prof. Vihaan Singh,AIDS
AIDS-B_II,AIDS,B,II,CR-142,theory,52,DS-2010L,Design Lab,2,AIDS,True,Dr. Diya Joshi,AIDS
AIDS-B_II,AIDS,B,II,CR-142,theory,52,DS-203,Principles,3,AIDS,False,Dr. Ananya Pandey,AIDS
AIDS-B_III,AIDS,B,III,CR-142,theory,52,DS-304,Systems,3,AIDS,False,Prof. Vihaan Singh,AIDS
AIDS-B_III,AIDS,B,III,CR-142,theory,52,DS-304L,Systems Lab,2,AIDS,True,Dr. Ananya Pandey,AIDS
AIDS-B_III,AIDS,B,III,CR-142,theory,52,DS-309,Design,3,AIDS,False,Dr. Diya Joshi,AIDS
AIDS-B_III,AIDS,B,III,CR-142,theory,52,DS-309L,Design Lab,2,AIDS,True,Prof. Priya Khan,AIDS
AIDS-B_III,AIDS,B,III,CR-142,theory,52,DS-302,Structures,3,AIDS,False,Prof. Priya Khan,AIDS
AIDS-B_III,AIDS,B,III,CR-142,theory,52,DS-302L,Structures Lab,2,AIDS,True,Dr. Ananya Pandey,AIDS
AIDS-B_IV,AIDS,B,IV,CR-142,theory,52,DS-4011,Engineering,3,AIDS,False,Prof. Saanvi Nath,AIDS
AIDS-B_IV,AIDS,B,IV,CR-142,theory,52,DS-4011L,Engineering Lab,2,AIDS,True,Prof. Vihaan Singh,AIDS
AIDS-B_IV,AIDS,B,IV,CR-142,theory,52,DS-405,Systems,4,AIDS,False,Prof. Vihaan Singh,AIDS
AIDS-B_IV,AIDS,B,IV,CR-142,theory,52,DS-405L,Systems Lab,2,AIDS,True,Prof. Vihaan Singh,AIDS
AIDS-B_IV,AIDS,B,IV,CR-142,theory,52,DS-403,Analysis,4,AIDS,False,Dr. Diya Joshi,AIDS
AIDS-B_IV,AIDS,B,IV,CR-142,theory,52,DS-403L,Analysis Lab,2,AIDS,True,Dr. Reyansh Gupta,AIDS
AIDS-B_V,AIDS,B,V,CR-142,theory,52,DS-506,Engineering,3,AIDS,False,Prof. Priya Khan,AIDS
AIDS-B_V,AIDS,B,V,CR-142,theory,52,DS-502,Theory,3,AIDS,False,Prof. Priya Khan,AIDS
AIDS-B_V,AIDS,B,V,CR-142,theory,52,DS-5010,Analysis,3,AIDS,False,Dr. Aadhya Sharma,AIDS
AIDS-B_V,AIDS,B,V,CR-142,theory,52,DS-5010L,Analysis Lab,2,AIDS,True,Dr. Priya Yadav,AIDS
AIDS-B_V,AIDS,B,V,CR-142,theory,52,DS-5011,Structures,4,AIDS,False,Dr. Diya Khan,AIDS
AIDS-B_V,AIDS,B,V,CR-142,theory,52,DS-508,Programming,3,AIDS,False,Dr. Diya Khan,AIDS
AIDS-B_VI,AIDS,B,VI,CR-142,theory,52,DS-603,Theory,4,AIDS,False,Prof. Saanvi Nath,AIDS
AIDS-B_VI,AIDS,B,VI,CR-142,theory,52,DS-603L,Theory Lab,2,AIDS,True,Dr. Priya Yadav,AIDS
AIDS-B_VI,AIDS,B,VI,CR-142,theory,52,DS-601,Analysis,3,AIDS,False,Dr. Priya Yadav,AIDS
AIDS-B_VI,AIDS,B,VI,CR-142,theory,52,DS-602,Fundamentals,4,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-B_VI,AIDS,B,VI,CR-142,theory,52,DS-609,Programming,3,AIDS,False,Prof. Saanvi Nath,AIDS
AIDS-B_VI,AIDS,B,VI,CR-142,theory,52,DS-609L,Programming Lab,2,AIDS,True,Prof. Saanvi Nath,AIDS
AIDS-B_VII,AIDS,B,VII,CR-142,theory,52,DS-705,Engineering,3,AIDS,False,Dr. Arjun Iyer,AIDS
AIDS-B_VII,AIDS,B,VII,CR-142,theory,52,DS-7011,Engineering,4,AIDS,False,Prof. Vihaan Singh,AIDS
AIDS-B_VII,AIDS,B,VII,CR-142,theory,52,DS-7011L,Engineering Lab,2,AIDS,True,Dr. Diya Joshi,AIDS
AIDS-B_VII,AIDS,B,VII,CR-142,theory,52,DS-706,Dynamics,4,AIDS,False,Dr. Priya Yadav,AIDS
AIDS-B_VII,AIDS,B,VII,CR-142,theory,52,DS-706L,Dynamics Lab,2,AIDS,True,Prof. Vihaan Singh,AIDS
AIDS-B_VII,AIDS,B,VII,CR-142,theory,52,DS-707,Theory,4,AIDS,False,Dr. Priya Yadav,AIDS
AIDS-B_VIII,AIDS,B,VIII,CR-142,theory,52,DS-8010,Engineering,4,AIDS,False,Dr. Aadhya Sharma,AIDS
AIDS-B_VIII,AIDS,B,VIII,CR-142,theory,52,DS-807,Programming,4,AIDS,False,Dr. Arjun Iyer,AIDS
AIDS-B_VIII,AIDS,B,VIII,CR-142,theory,52,DS-8012,Engineering,4,AIDS,False,Dr. Arjun Iyer,AIDS
AIDS-B_VIII,AIDS,B,VIII,CR-142,theory,52,DS-8011,Engineering,4,AIDS,False,Dr. Arjun Pandey,AIDS
AIDS-B_VIII,AIDS,B,VIII,CR-142,theory,52,DS-8011L,Engineering Lab,2,AIDS,True,Dr. Arjun Iyer,AIDS
AIDS-B_VIII,AIDS,B,VIII,CR-142,theory,52,DS-805,Fundamentals,4,AIDS,False,Dr. Arjun Iyer,AIDS
AIDS-C_I,AIDS,C,I,CR-078,theory,80,DS-107,Systems,3,AIDS,False,Prof. Saanvi Nath,AIDS
AIDS-C_I,AIDS,C,I,CR-078,theory,80,DS-102,Fundamentals,4,AIDS,False,Prof. Sai Sharma,AIDS
AIDS-C_I,AIDS,C,I,CR-078,theory,80,DS-102L,Fundamentals Lab,2,AIDS,True,Dr. Pari Reddy,AIDS
AIDS-C_I,AIDS,C,I,CR-078,theory,80,DS-103,Applications,3,AIDS,False,Dr. Arjun Pandey,AIDS
AIDS-C_I,AIDS,C,I,CR-078,theory,80,DS-101,Theory,3,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-C_I,AIDS,C,I,CR-078,theory,80,DS-104,Analysis,4,AIDS,False,Dr. Diya Khan,AIDS
AIDS-C_II,AIDS,C,II,CR-078,theory,80,DS-204,Principles,4,AIDS,False,Prof. Sai Sharma,AIDS
AIDS-C_II,AIDS,C,II,CR-078,theory,80,DS-204L,Principles Lab,2,AIDS,True,Dr. Arjun Pandey,AIDS
AIDS-C_II,AIDS,C,II,CR-078,theory,80,DS-2010,Design,3,AIDS,False,Dr. Arjun Iyer,AIDS
AIDS-C_II,AIDS,C,II,CR-078,theory,80,DS-2010L,Design Lab,2,AIDS,True,Dr. Ananya Pandey,AIDS
AIDS-C_II,AIDS,C,II,CR-078,theory,80,DS-205,Principles,4,AIDS,False,Dr. Ananya Pandey,AIDS
AIDS-C_II,AIDS,C,II,CR-078,theory,80,DS-207,Systems,3,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-C_III,AIDS,C,III,CR-078,theory,80,DS-305,Theory,3,AIDS,False,Dr. Priya Yadav,AIDS
AIDS-C_III,AIDS,C,III,CR-078,theory,80,DS-305L,Theory Lab,2,AIDS,True,Dr. Aadhya Sharma,AIDS
AIDS-C_III,AIDS,C,III,CR-078,theory,80,DS-309,Design,3,AIDS,False,Dr. Ananya Pandey,AIDS
AIDS-C_III,AIDS,C,III,CR-078,theory,80,DS-309L,Design Lab,2,AIDS,True,Dr. Arjun Pandey,AIDS
AIDS-C_III,AIDS,C,III,CR-078,theory,80,DS-306,Fundamentals,3,AIDS,False,Dr. Ananya Pandey,AIDS
AIDS-C_III,AIDS,C,III,CR-078,theory,80,DS-306L,Fundamentals Lab,2,AIDS,True,Prof. Vihaan Singh,AIDS
AIDS-C_IV,AIDS,C,IV,CR-078,theory,80,DS-405,Systems,4,AIDS,False,Dr. Arjun Pandey,AIDS
AIDS-C_IV,AIDS,C,IV,CR-078,theory,80,DS-405L,Systems Lab,2,AIDS,True,Dr. Aadhya Sharma,AIDS
AIDS-C_IV,AIDS,C,IV,CR-078,theory,80,DS-4010,Analysis,3,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-C_IV,AIDS,C,IV,CR-078,theory,80,DS-406,Theory,4,AIDS,False,Prof. Sai Sharma,AIDS
AIDS-C_IV,AIDS,C,IV,CR-078,theory,80,DS-406L,Theory Lab,2,AIDS,True,Dr. Priya Yadav,AIDS
AIDS-C_IV,AIDS,C,IV,CR-078,theory,80,DS-402,Analysis,4,AIDS,False,Dr. Arjun Pandey,AIDS
AIDS-C_V,AIDS,C,V,CR-078,theory,80,DS-502,Theory,3,AIDS,False,Dr. Pari Reddy,AIDS
AIDS-C_V,AIDS,C,V,CR-078,theory,80,DS-501,Principles,3,AIDS,False,Dr. Pari Reddy,AIDS
AIDS-C_V,AIDS,C,V,CR-078,theory,80,DS-501L,Principles Lab,2,AIDS,True,Prof. Vihaan Singh,AIDS
AIDS-C_V,AIDS,C,V,CR-078,theory,80,DS-5011,Structures,4,AIDS,False,Prof. Saanvi Nath,AIDS
AIDS-C_V,AIDS,C,V,CR-078,theory,80,DS-506,Engineering,3,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-C_V,AIDS,C,V,CR-078,theory,80,DS-505,Analysis,4,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-C_VI,AIDS,C,VI,CR-078,theory,80,DS-6012,Theory,4,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-C_VI,AIDS,C,VI,CR-078,theory,80,DS-6012L,Theory Lab,2,AIDS,True,Dr. Diya Joshi,AIDS
AIDS-C_VI,AIDS,C,VI,CR-078,theory,80,DS-606,Dynamics,4,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-C_VI,AIDS,C,VI,CR-078,theory,80,DS-606L,Dynamics Lab,2,AIDS,True,Prof. Priya Khan,AIDS
AIDS-C_VI,AIDS,C,VI,CR-078,theory,80,DS-608,Analysis,4,AIDS,False,Dr. Arjun Pandey,AIDS
AIDS-C_VI,AIDS,C,VI,CR-078,theory,80,DS-608L,Analysis Lab,2,AIDS,True,Prof. Sai Sharma,AIDS
AIDS-C_VII,AIDS,C,VII,CR-078,theory,80,DS-702,Structures,3,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-C_VII,AIDS,C,VII,CR-078,theory,80,DS-702L,Structures Lab,2,AIDS,True,Dr. Diya Joshi,AIDS
AIDS-C_VII,AIDS,C,VII,CR-078,theory,80,DS-7011,Engineering,4,AIDS,False,Dr. Aadhya Sharma,AIDS
AIDS-C_VII,AIDS,C,VII,CR-078,theory,80,DS-7011L,Engineering Lab,2,AIDS,True,Dr. Ananya Pandey,AIDS
AIDS-C_VII,AIDS,C,VII,CR-078,theory,80,DS-705,Engineering,3,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-C_VII,AIDS,C,VII,CR-078,theory,80,DS-709,Engineering,4,AIDS,False,Dr. Priya Yadav,AIDS
AIDS-C_VIII,AIDS,C,VIII,CR-078,theory,80,DS-801,Analysis,4,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-C_VIII,AIDS,C,VIII,CR-078,theory,80,DS-801L,Analysis Lab,2,AIDS,True,Dr. Reyansh Gupta,AIDS
AIDS-C_VIII,AIDS,C,VIII,CR-078,theory,80,DS-806,Programming,4,AIDS,False,Prof. Priya Khan,AIDS
AIDS-C_VIII,AIDS,C,VIII,CR-078,theory,80,DS-806L,Programming Lab,2,AIDS,True,Dr. Pari Reddy,AIDS
AIDS-C_VIII,AIDS,C,VIII,CR-078,theory,80,DS-809,Programming,4,AIDS,False,Prof. Sai Sharma,AIDS
AIDS-C_VIII,AIDS,C,VIII,CR-078,theory,80,DS-809L,Programming Lab,2,AIDS,True,Prof. Priya Khan,AIDS
AIDS-D_I,AIDS,D,I,CR-175,theory,59,DS-107,Systems,3,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-D_I,AIDS,D,I,CR-175,theory,59,DS-109,Applications,4,AIDS,False,Dr. Pari Reddy,AIDS
AIDS-D_I,AIDS,D,I,CR-175,theory,59,DS-101,Theory,3,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-D_I,AIDS,D,I,CR-175,theory,59,DS-103,Applications,3,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-D_I,AIDS,D,I,CR-175,theory,59,DS-1012,Analysis,4,AIDS,False,Prof. Priya Khan,AIDS
AIDS-D_I,AIDS,D,I,CR-175,theory,59,DS-1010,Theory,3,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-D_II,AIDS,D,II,CR-175,theory,59,DS-201,Design,4,AIDS,False,Dr. Priya Yadav,AIDS
AIDS-D_II,AIDS,D,II,CR-175,theory,59,DS-201L,Design Lab,2,AIDS,True,Dr. Reyansh Gupta,AIDS
AIDS-D_II,AIDS,D,II,CR-175,theory,59,DS-205,Principles,4,AIDS,False,Dr. Pari Reddy,AIDS
AIDS-D_II,AIDS,D,II,CR-175,theory,59,DS-203,Principles,3,AIDS,False,Prof. Sai Sharma,AIDS
AIDS-D_II,AIDS,D,II,CR-175,theory,59,DS-203L,Principles Lab,2,AIDS,True,Prof. Priya Khan,AIDS
AIDS-D_II,AIDS,D,II,CR-175,theory,59,DS-206,Fundamentals,4,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-D_III,AIDS,D,III,CR-175,theory,59,DS-304,Systems,3,AIDS,False,Prof. Aarav Yadav,AIDS
AIDS-D_III,AIDS,D,III,CR-175,theory,59,DS-304L,Systems Lab,2,AIDS,True,Prof. Sai Sharma,AIDS
AIDS-D_III,AIDS,D,III,CR-175,theory,59,DS-3011,Engineering,3,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-D_III,AIDS,D,III,CR-175,theory,59,DS-3011L,Engineering Lab,2,AIDS,True,Prof. Aarav Yadav,AIDS
AIDS-D_III,AIDS,D,III,CR-175,theory,59,DS-3010,Applications,3,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-D_III,AIDS,D,III,CR-175,theory,59,DS-3012,Principles,4,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-D_IV,AIDS,D,IV,CR-175,theory,59,DS-409,Theory,4,AIDS,False,Dr. Aadhya Sharma,AIDS
AIDS-D_IV,AIDS,D,IV,CR-175,theory,59,DS-409L,Theory Lab,2,AIDS,True,Prof. Saanvi Reddy,AIDS
AIDS-D_IV,AIDS,D,IV,CR-175,theory,59,DS-404,Analysis,3,AIDS,False,Dr. Reyansh Gupta,AIDS
AIDS-D_IV,AIDS,D,IV,CR-175,theory,59,DS-404L,Analysis Lab,2,AIDS,True,Dr. Ananya Pandey,AIDS
AIDS-D_IV,AIDS,D,IV,CR-175,theory,59,DS-408,Applications,3,AIDS,False,Prof. Sai Sharma,AIDS
AIDS-D_IV,AIDS,D,IV,CR-175,theory,59,DS-408L,Applications Lab,2,AIDS,True,Prof. Sai Sharma,AIDS
AIDS-D_V,AIDS,D,V,CR-175,theory,59,DS-506,Engineering,3,AIDS,False,Prof. Sai Sharma,AIDS
AIDS-D_V,AIDS,D,V,CR-175,theory,59,DS-5011,Structures,4,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-D_V,AIDS,D,V,CR-175,theory,59,DS-503,Design,3,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-D_V,AIDS,D,V,CR-175,theory,59,DS-505,Analysis,4,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-D_V,AIDS,D,V,CR-175,theory,59,DS-505L,Analysis Lab,2,AIDS,True,Dr. Aadhya Sharma,AIDS
AIDS-D_V,AIDS,D,V,CR-175,theory,59,DS-504,Principles,4,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-D_VI,AIDS,D,VI,CR-175,theory,59,DS-606,Dynamics,4,AIDS,False,Prof. Saanvi Reddy,AIDS
AIDS-D_VI,AIDS,D,VI,CR-175,theory,59,DS-606L,Dynamics Lab,2,AIDS,True,Prof. Sai Sharma,AIDS
AIML-A_I,AIML,A,I,CR-184,theory,66,AI-103,Applications,4,AIML,False,Dr. Diya Yadav,AIML
AIML-A_I,AIML,A,I,CR-184,theory,66,AI-102,Principles,4,AIML,False,Prof. Krishna Khan,AIML
AIML-A_I,AIML,A,I,CR-184,theory,66,AI-102L,Principles Lab,2,AIML,True,Prof. Diya Reddy,AIML
AIML-A_I,AIML,A,I,CR-184,theory,66,AI-108,Fundamentals,4,AIML,False,Prof. Arjun Patel,AIML
AIML-A_I,AIML,A,I,CR-184,theory,66,AI-1010,Systems,3,AIML,False,Dr. Fatima Khan,AIML
AIML-A_I,AIML,A,I,CR-184,theory,66,AI-1010L,Systems Lab,2,AIML,True,Prof. Fatima Gupta,AIML
AIML-A_II,AIML,A,II,CR-184,theory,66,AI-203,Principles,3,AIML,False,Dr. Diya Sharma,AIML
AIML-A_II,AIML,A,II,CR-184,theory,66,AI-203L,Principles Lab,2,AIML,True,Prof. Diya Reddy,AIML
AIML-A_II,AIML,A,II,CR-184,theory,66,AI-2010,Structures,3,AIML,False,Dr. Aditya Yadav,AIML
AIML-A_II,AIML,A,II,CR-184,theory,66,AI-2010L,Structures Lab,2,AIML,True,Prof. Diya Reddy,AIML
AIML-A_II,AIML,A,II,CR-184,theory,66,AI-208,Design,3,AIML,False,Dr. Pari Khan,AIML
AIML-A_II,AIML,A,II,CR-184,theory,66,AI-208L,Design Lab,2,AIML,True,Prof. Ayaan Patel,AIML
AIML-A_III,AIML,A,III,CR-184,theory,66,AI-306,Programming,4,AIML,False,Prof. Fatima Gupta,AIML
AIML-A_III,AIML,A,III,CR-184,theory,66,AI-306L,Programming Lab,2,AIML,True,Dr. Diya Sharma,AIML
AIML-A_III,AIML,A,III,CR-184,theory,66,AI-3012,Programming,4,AIML,False,Dr. Fatima Khan,AIML
AIML-A_III,AIML,A,III,CR-184,theory,66,AI-3012L,Programming Lab,2,AIML,True,Dr. Fatima Khan,AIML
AIML-A_III,AIML,A,III,CR-184,theory,66,AI-3011,Engineering,4,AIML,False,Dr. Fatima Khan,AIML
AIML-A_III,AIML,A,III,CR-184,theory,66,AI-304,Applications,4,AIML,False,Prof. Aditya Verma,AIML
AIML-A_IV,AIML,A,IV,CR-184,theory,66,AI-405,Design,4,AIML,False,Dr. Pari Khan,AIML
AIML-A_IV,AIML,A,IV,CR-184,theory,66,AI-404,Theory,3,AIML,False,Prof. Ayaan Patel,AIML
AIML-A_IV,AIML,A,IV,CR-184,theory,66,AI-404L,Theory Lab,2,AIML,True,Dr. Aarav Gupta,AIML
AIML-A_IV,AIML,A,IV,CR-184,theory,66,AI-408,Dynamics,4,AIML,False,Dr. Diya Yadav,AIML
AIML-A_IV,AIML,A,IV,CR-184,theory,66,AI-408L,Dynamics Lab,2,AIML,True,Dr. Pari Khan,AIML
AIML-A_IV,AIML,A,IV,CR-184,theory,66,AI-406,Fundamentals,3,AIML,False,Prof. Saanvi Kumar,AIML
AIML-A_V,AIML,A,V,CR-184,theory,66,AI-508,Systems,3,AIML,False,Prof. Krishna Khan,AIML
AIML-A_V,AIML,A,V,CR-184,theory,66,AI-508L,Systems Lab,2,AIML,True,Dr. Diya Yadav,AIML
AIML-A_V,AIML,A,V,CR-184,theory,66,AI-507,Programming,4,AIML,False,Dr. Aditya Yadav,AIML
AIML-A_V,AIML,A,V,CR-184,theory,66,AI-506,Structures,3,AIML,False,Dr. Diya Sharma,AIML
AIML-A_V,AIML,A,V,CR-184,theory,66,AI-506L,Structures Lab,2,AIML,True,Prof. Krishna Khan,AIML
AIML-A_V,AIML,A,V,CR-184,theory,66,AI-501,Principles,3,AIML,False,Prof. Diya Reddy,AIML
AIML-A_VI,AIML,A,VI,CR-184,theory,66,AI-608,Dynamics,3,AIML,False,Dr. Fatima Khan,AIML
AIML-A_VI,AIML,A,VI,CR-184,theory,66,AI-607,Programming,3,AIML,False,Dr. Diya Yadav,AIML
AIML-A_VI,AIML,A,VI,CR-184,theory,66,AI-607L,Programming Lab,2,AIML,True,Prof. Saanvi Kumar,AIML
AIML-A_VI,AIML,A,VI,CR-184,theory,66,AI-6012,Fundamentals,4,AIML,False,Prof. Ayaan Patel,AIML
AIML-A_VI,AIML,A,VI,CR-184,theory,66,AI-6012L,Fundamentals Lab,2,AIML,True,Prof. Fatima Gupta,AIML
AIML-A_VI,AIML,A,VI,CR-184,theory,66,AI-6010,Engineering,3,AIML,False,Prof. Fatima Gupta,AIML
AIML-A_VII,AIML,A,VII,CR-184,theory,66,AI-706,Design,3,AIML,False,Prof. Diya Reddy,AIML
AIML-A_VII,AIML,A,VII,CR-184,theory,66,AI-706L,Design Lab,2,AIML,True,Prof. Arjun Patel,AIML
AIML-A_VII,AIML,A,VII,CR-184,theory,66,AI-7012,Theory,3,AIML,False,Dr. Pari Singh,AIML
AIML-A_VII,AIML,A,VII,CR-184,theory,66,AI-7012L,Theory Lab,2,AIML,True,Dr. Aarav Gupta,AIML
AIML-A_VII,AIML,A,VII,CR-184,theory,66,AI-702,Principles,4,AIML,False,Dr. Diya Sharma,AIML
AIML-A_VII,AIML,A,VII,CR-184,theory,66,AI-702L,Principles Lab,2,AIML,True,Dr. Pari Singh,AIML
AIML-A_VIII,AIML,A,VIII,CR-184,theory,66,AI-8010,Design,3,AIML,False,Dr. Diya Pandey,AIML
AIML-A_VIII,AIML,A,VIII,CR-184,theory,66,AI-8010L,Design Lab,2,AIML,True,Prof. Fatima Gupta,AIML
AIML-A_VIII,AIML,A,VIII,CR-184,theory,66,AI-809,Engineering,4,AIML,False,Prof. Ayaan Patel,AIML
AIML-A_VIII,AIML,A,VIII,CR-184,theory,66,AI-803,Theory,4,AIML,False,Dr. Diya Yadav,AIML
AIML-A_VIII,AIML,A,VIII,CR-184,theory,66,AI-803L,Theory Lab,2,AIML,True,Prof. Saanvi Kumar,AIML
AIML-A_VIII,AIML,A,VIII,CR-184,theory,66,AI-8011,Programming,4,AIML,False,Prof. Diya Reddy,AIML
AIML-B_I,AIML,B,I,CR-033,theory,77,AI-106,Engineering,3,AIML,False,Prof. Saanvi Kumar,AIML
AIML-B_I,AIML,B,I,CR-033,theory,77,AI-103,Applications,4,AIML,False,Prof. Diya Reddy,AIML
AIML-B_I,AIML,B,I,CR-033,theory,77,AI-109,Principles,4,AIML,False,Dr. Pari Khan,AIML
AIML-B_I,AIML,B,I,CR-033,theory,77,AI-109L,Principles Lab,2,AIML,True,Dr. Diya Sharma,AIML
AIML-B_I,AIML,B,I,CR-033,theory,77,AI-1011,Fundamentals,3,AIML,False,Prof. Saanvi Kumar,AIML
AIML-B_I,AIML,B,I,CR-033,theory,77,AI-104,Principles,3,AIML,False,Prof. Diya Reddy,AIML
AIML-B_II,AIML,B,II,CR-033,theory,77,AI-208,Design,3,AIML,False,Dr. Pari Singh,AIML
AIML-B_II,AIML,B,II,CR-033,theory,77,AI-208L,Design Lab,2,AIML,True,Dr. Aarav Gupta,AIML
AIML-B_II,AIML,B,II,CR-033,theory,77,AI-202,Principles,3,AIML,False,Dr. Diya Yadav,AIML
AIML-B_II,AIML,B,II,CR-033,theory,77,AI-202L,Principles Lab,2,AIML,True,Dr. Diya Sharma,AIML
AIML-B_II,AIML,B,II,CR-033,theory,77,AI-207,Analysis,4,AIML,False,Prof. Ayaan Patel,AIML
AIML-B_II,AIML,B,II,CR-033,theory,77,AI-207L,Analysis Lab,2,AIML,True,Prof. Fatima Gupta,AIML
AIML-B_III,AIML,B,III,CR-033,theory,77,AI-303,Fundamentals,4,AIML,False,Dr. Pari Khan,AIML
AIML-B_III,AIML,B,III,CR-033,theory,77,AI-308,Theory,4,AIML,False,Dr. Aditya Yadav,AIML
AIML-B_III,AIML,B,III,CR-033,theory,77,AI-308L,Theory Lab,2,AIML,True,Prof. Aditya Verma,AIML
AIML-B_III,AIML,B,III,CR-033,theory,77,AI-305,Design,4,AIML,False,Dr. Pari Singh,AIML
AIML-B_III,AIML,B,III,CR-033,theory,77,AI-301,Systems,3,AIML,False,Dr. Diya Yadav,AIML
AIML-B_III,AIML,B,III,CR-033,theory,77,AI-307,Engineering,3,AIML,False,Prof. Fatima Gupta,AIML
AIML-B_IV,AIML,B,IV,CR-033,theory,77,AI-409,Engineering,4,AIML,False,Dr. Aarav Gupta,AIML
AIML-B_IV,AIML,B,IV,CR-033,theory,77,AI-404,Theory,3,AIML,False,Prof. Ayaan Patel,AIML
